RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1666,15567367,Smith,658,France,Male,28,2,117138.70150495134,2,0,0,79394.59902191523,0
1667,15567368,Smith,681,Spain,Male,33,7,48063.68598267794,3,1,0,104804.4158953518,1
1668,15567369,Smith,645,Spain,Male,50,6,70120.3054922793,2,1,1,74000.6884017285,0
1669,15567370,Smith,697,Germany,Female,46,6,0.0,3,0,1,69061.18971099271,1
1670,15567371,Smith,628,Germany,Male,37,6,0.0,1,1,1,122819.3315099865,0
1671,15567372,Smith,727,Germany,Male,35,4,75383.65966607531,1,1,1,132425.14004814508,0
1672,15567373,Smith,610,France,Male,35,3,8742.142240111905,1,1,0,20182.61344255974,0
1673,15567374,Smith,787,France,Female,28,5,180254.33196672512,1,1,0,161364.83723232785,0
1674,15567375,Smith,699,Germany,Female,59,5,0.0,2,0,1,68507.87589834906,0
1675,15567376,Smith,634,Germany,Female,36,5,34991.2350667948,1,0,1,103708.77639315862,0
1676,15567377,Smith,734,Germany,Female,54,10,75835.04336337752,1,1,1,120257.66825659864,0
1677,15567378,Smith,699,Spain,Female,58,7,56743.35311021078,2,0,0,138625.88775453792,1
1678,15567379,Smith,732,France,Male,51,5,19792.72716680405,3,1,0,60754.58272551948,1
1679,15567380,Smith,658,Germany,Female,34,9,27103.6080252366,2,1,0,103056.27768183967,0
1680,15567381,Smith,625,France,Male,44,3,25467.296125038076,2,0,1,70851.80996955812,0
1681,15567382,Smith,663,France,Female,39,9,60663.91525899686,2,0,0,76649.19406175138,0
1682,15567383,Smith,599,France,Female,29,9,172596.45447587117,3,1,0,114590.76798623937,0
1683,15567384,Smith,747,Spain,Male,43,3,78896.86482791048,1,0,0,54154.77038477844,0
1684,15567385,Smith,796,France,Female,25,4,134145.0244693762,4,1,0,127786.01433066251,0
1685,15567386,Smith,707,France,Female,54,6,100348.81729140709,1,1,0,77603.21154046155,1
1686,15567387,Smith,791,Spain,Male,34,10,130693.11989911101,2,1,0,95750.72946613103,0
1687,15567388,Smith,762,France,Male,42,0,0.0,2,1,1,95636.58851425344,0
1688,15567389,Smith,623,France,Male,43,0,59777.09894258853,2,1,0,62896.855113779624,0
1689,15567390,Smith,733,Spain,Female,36,4,140356.7711575357,2,1,1,109556.89224082464,0
1690,15567391,Smith,521,Germany,Female,47,4,46413.20886253331,2,1,0,200000.0,1
1691,15567392,Smith,668,France,Male,34,10,163123.6582434806,3,0,0,172578.67831769044,0
1692,15567393,Smith,531,Spain,Female,50,0,149194.50768838808,1,1,1,67177.21343704071,0
1693,15567394,Smith,639,Spain,Male,23,6,51543.46419362688,1,1,0,10000.0,0
1694,15567395,Smith,506,France,Female,41,6,49841.82404768217,1,1,1,10000.0,0
1695,15567396,Smith,759,France,Female,63,3,24319.70788227656,1,1,1,10000.0,0
1696,15567397,Smith,610,France,Female,27,1,43520.28840681011,1,1,1,62478.25598372162,0
1697,15567398,Smith,740,Spain,Male,31,1,13370.54679155424,2,1,0,73464.02297644508,0
1698,15567399,Smith,642,Spain,Female,46,3,96440.55902165028,1,0,0,61258.39259461924,1
1699,15567400,Smith,465,France,Male,42,1,2197.675332678322,2,1,1,10000.0,0
1700,15567401,Smith,601,Spain,Male,44,0,105186.65080951109,1,1,0,84192.55907859566,0
1701,15567402,Smith,596,Germany,Female,45,0,106403.93484501244,2,1,0,150231.7474230515,1
1702,15567403,Smith,648,France,Male,47,7,0.0,1,1,1,179068.6558721472,0
1703,15567404,Smith,800,Germany,Male,53,1,152490.93031641695,2,1,0,123692.86183566615,1
1704,15567405,Smith,817,Germany,Female,44,8,100680.4647207611,2,0,0,91441.8435396945,0
1705,15567406,Smith,626,Germany,Male,37,1,112484.90107224345,1,1,1,33541.26702399127,0
1706,15567407,Smith,523,Germany,Male,48,10,37066.73992286139,1,0,1,132159.72695983257,0
1707,15567408,Smith,575,France,Female,62,10,106118.95592365593,1,1,1,10000.0,0
1708,15567409,Smith,697,France,Male,38,3,131319.67248610329,2,1,0,52794.998503914634,0
1709,15567410,Smith,639,Germany,Female,28,6,70069.58004976614,2,1,1,32481.40499694283,0
1710,15567411,Smith,492,France,Female,53,6,175096.12296241807,2,1,0,124333.48380356225,1
1711,15567412,Smith,599,France,Female,38,9,77203.23174564689,1,0,0,129136.81670341064,0
1712,15567413,Smith,781,France,Male,18,10,132039.29002262373,1,0,1,57313.18233921251,0
1713,15567414,Smith,679,Spain,Female,50,7,89650.44036293276,1,1,0,90139.47144746457,1
1714,15567415,Smith,654,France,Male,33,2,104276.07664284339,1,0,0,149796.4821358331,0
1715,15567416,Smith,611,France,Male,38,0,0.0,1,0,1,53994.59817669692,0
1716,15567417,Smith,604,Germany,Female,43,3,93552.68691076816,1,1,1,60887.15234419919,0
1717,15567418,Smith,704,France,Male,42,2,38251.244937136704,2,1,1,156998.6824469227,0
1718,15567419,Smith,664,Spain,Male,48,10,32680.084711115618,1,1,1,100141.9709523327,0
1719,15567420,Smith,727,France,Male,34,3,162205.15922329892,1,1,1,135847.0827301001,0
1720,15567421,Smith,704,France,Female,46,5,64311.48759688255,2,0,0,104123.1548534549,0
1721,15567422,Smith,651,France,Male,36,0,24834.908451225165,2,1,1,152343.5907417618,0
1722,15567423,Smith,688,Spain,Male,48,0,57043.418594556264,2,0,0,115542.21790154907,1
1723,15567424,Smith,590,Germany,Male,47,1,9977.48855390431,1,0,0,71812.27286579247,1
1724,15567425,Smith,645,Spain,Female,28,9,146694.22340981348,2,1,1,104060.58650021777,0
1725,15567426,Smith,784,France,Female,53,9,40215.96279167425,3,0,0,156894.00854254607,1
1726,15567427,Smith,651,Germany,Male,33,2,101464.99669718347,1,0,0,81900.32831659184,0
1727,15567428,Smith,628,France,Male,49,4,142805.33571051626,1,1,0,150029.1870003413,0
1728,15567429,Smith,671,France,Male,44,8,49992.36593926353,3,0,0,86125.85413319027,1
1729,15567430,Smith,533,Germany,Male,62,5,101601.1216136393,3,0,1,77082.65438004746,1
1730,15567431,Smith,672,France,Female,37,4,23495.697254778504,1,1,1,139414.03837635953,0
1731,15567432,Smith,819,Spain,Male,35,7,197288.4784556842,1,1,1,58983.62800037934,0
1732,15567433,Smith,569,France,Male,39,0,121819.00673083111,2,1,1,169758.03546942997,0
1733,15567434,Smith,676,France,Male,36,6,65369.6780619597,1,0,1,155628.9810634205,0
1734,15567435,Smith,647,Spain,Female,49,7,36358.31345555181,3,1,1,42272.752638734266,0
1735,15567436,Smith,645,France,Male,20,8,69300.17235801868,1,0,1,146374.89451245437,0
1736,15567437,Smith,643,France,Male,27,10,58000.813882424045,3,1,1,144294.2821425437,0
1737,15567438,Smith,721,France,Female,27,8,172647.22769997534,1,1,1,93766.39093595957,0
1738,15567439,Smith,540,France,Female,51,7,13723.263889254886,1,1,1,106837.11714316756,0
1739,15567440,Smith,718,Germany,Male,60,9,81740.07116451017,4,1,1,27544.44725313349,1
1740,15567441,Smith,656,Germany,Female,38,2,74083.09666831451,1,0,1,155931.27009482525,0
1741,15567442,Smith,473,Spain,Male,37,5,69129.48498275652,1,0,0,62426.34981395658,0
1742,15567443,Smith,687,France,Female,40,4,69569.16725308288,3,0,1,10000.0,0
1743,15567444,Smith,661,France,Male,53,2,69196.45949397582,1,1,1,71631.32078146061,0
1744,15567445,Smith,562,Spain,Female,28,1,118653.30331660499,1,1,1,55267.60329713317,0
1745,15567446,Smith,666,France,Male,42,1,105449.22232462175,1,1,1,110558.14020119692,0
1746,15567447,Smith,518,France,Male,51,9,95945.58056863933,2,1,0,172262.53761983465,1
1747,15567448,Smith,581,Germany,Female,46,9,0.0,2,1,0,115283.35356790837,1
1748,15567449,Smith,653,France,Female,42,9,89989.74370815819,3,1,0,139019.98978787626,1
1749,15567450,Smith,481,Spain,Female,52,3,0.0,2,0,1,200000.0,0
1750,15567451,Smith,534,France,Male,18,8,107316.00815679127,1,1,0,86812.71926128842,0
1751,15567452,Smith,549,Germany,Male,48,1,148724.86837852572,1,1,0,10000.0,1
1752,15567453,Smith,657,France,Female,32,4,28688.04437057246,2,0,1,52207.754008973665,0
1753,15567454,Smith,694,Germany,Female,18,7,61910.963882864664,2,0,1,115296.46158901893,0
1754,15567455,Smith,560,France,Male,46,9,45032.21474735015,3,1,1,53097.85541159906,0
1755,15567456,Smith,555,Germany,Male,56,10,136771.58878784004,4,1,1,141077.8892115323,1
1756,15567457,Smith,663,France,Female,38,1,79751.39426360365,1,1,1,42011.35111377033,0
1757,15567458,Smith,661,Spain,Female,51,6,161416.46902831667,2,1,1,41778.50694199607,0
1758,15567459,Smith,579,Germany,Female,59,5,95687.71014736938,2,1,1,32888.5582918867,0
1759,15567460,Smith,832,France,Male,55,0,87122.50903179096,1,0,0,200000.0,1
1760,15567461,Smith,668,France,Male,59,6,78410.33913014182,1,0,0,89538.23415825456,1
1761,15567462,Smith,632,Germany,Male,48,9,115899.60496286684,3,1,1,83020.28183161834,0
1762,15567463,Smith,611,France,Male,40,8,0.0,2,1,1,142651.91828385234,0
1763,15567464,Smith,750,Spain,Male,20,0,79267.1977760255,2,1,1,132503.47141371015,0
1764,15567465,Smith,704,France,Male,37,1,71497.67781360175,2,1,0,173388.62177819764,0
1765,15567466,Smith,476,Spain,Female,29,6,111270.94135788831,2,1,0,195758.15538210946,0
1766,15567467,Smith,580,France,Female,66,0,65614.91970629815,1,1,1,160087.69642379624,1
1767,15567468,Smith,605,Spain,Male,37,1,23063.278291866496,2,0,0,125309.47995323272,0
1768,15567469,Smith,648,France,Male,41,2,75367.53374598495,1,1,0,77597.39258916517,0
1769,15567470,Smith,712,France,Male,46,1,20857.97355658283,3,1,0,147707.01157630788,1
1770,15567471,Smith,542,France,Male,40,1,0.0,2,0,1,164521.05928688493,0
1771,15567472,Smith,642,Spain,Female,60,1,111356.12407427464,3,1,1,82526.74984938772,1
1772,15567473,Smith,819,France,Male,32,6,103953.07863473354,1,1,1,89443.84147642851,0
1773,15567474,Smith,652,France,Male,42,9,98354.54719967872,4,1,1,160386.91882974847,0
1774,15567475,Smith,580,Spain,Female,31,3,140146.42109729056,3,1,1,10000.0,0
1775,15567476,Smith,516,France,Female,24,3,41748.40548480374,2,1,1,130712.11826023816,0
1776,15567477,Smith,601,Germany,Female,32,7,3444.2928614372504,1,1,1,62954.584037515015,0
1777,15567478,Smith,542,Spain,Male,39,4,71498.51115959777,1,1,0,61396.962100290744,0
1778,15567479,Smith,610,Spain,Female,34,0,57624.98501470448,2,0,0,61527.417878316824,0
1779,15567480,Smith,704,France,Male,31,1,32885.214161496566,2,0,1,17278.22111120932,0
1780,15567481,Smith,653,Spain,Female,23,9,71007.54232561021,1,1,0,85731.5872393359,0
1781,15567482,Smith,601,France,Male,39,2,44419.74268977076,2,0,1,139723.28063168598,0
1782,15567483,Smith,470,Germany,Male,21,3,0.0,2,1,1,57659.77403302821,0
1783,15567484,Smith,733,France,Female,49,8,52941.16546031198,1,0,1,106429.73412230164,0
1784,15567485,Smith,614,France,Male,40,9,18181.241664807138,1,1,1,39603.52963738074,0
1785,15567486,Smith,660,France,Male,22,9,86582.40358054613,1,1,0,10000.0,0
1786,15567487,Smith,558,Germany,Female,36,4,42198.262087967254,1,0,0,10000.0,0
1787,15567488,Smith,609,Germany,Female,30,10,130581.57370705258,1,1,1,111872.06072673204,0
1788,15567489,Smith,592,France,Male,43,10,155193.3033633933,2,1,0,146397.49448307327,0
1789,15567490,Smith,516,Germany,Male,56,5,108969.0686505953,1,0,0,121321.22136119712,1
1790,15567491,Smith,559,France,Male,18,10,0.0,1,1,1,33179.637315609216,0
1791,15567492,Smith,648,Spain,Female,41,10,150259.79994395198,1,1,1,178244.77570115653,0
1792,15567493,Smith,679,Spain,Female,38,2,153786.02251868823,4,1,1,136204.63716439187,0
1793,15567494,Smith,581,Germany,Male,48,1,75939.52556539704,1,1,1,153537.38288162637,0
1794,15567495,Smith,529,France,Female,42,1,141146.3080167766,4,0,0,150881.61717189554,1
1795,15567496,Smith,614,France,Male,30,5,47416.2430976661,1,1,1,133788.2652547935,0
1796,15567497,Smith,727,Spain,Female,36,5,0.0,1,1,0,85357.80504639349,0
1797,15567498,Smith,556,France,Male,30,6,36985.778068920314,2,1,1,58786.09726513233,0
1798,15567499,Smith,651,France,Female,52,8,161465.0433022378,2,1,0,124769.51827892674,0
1799,15567500,Smith,583,Spain,Female,40,2,446.00381942631793,2,0,1,69843.67063046955,0
1800,15567501,Smith,762,Spain,Female,62,6,74976.06409657473,3,1,1,110860.39050360849,1
1801,15567502,Smith,599,France,Female,39,6,76707.19466701061,1,1,1,101479.4662156364,0
1802,15567503,Smith,716,France,Male,31,7,49351.28780160941,2,1,1,73291.91590455976,0
1803,15567504,Smith,751,France,Female,21,4,52823.92000814425,2,1,0,111263.68716898235,0
1804,15567505,Smith,804,Spain,Male,18,2,78612.45671181014,3,1,0,120161.20329224807,0
1805,15567506,Smith,514,Spain,Male,20,10,46891.88290326364,1,1,1,89957.92669003167,0
1806,15567507,Smith,510,Germany,Female,43,10,3897.0751416034473,1,1,1,10000.0,0
1807,15567508,Smith,766,Germany,Male,46,1,85751.5971471728,2,1,1,94684.90346711707,0
1808,15567509,Smith,750,Germany,Female,21,3,128668.32912224862,4,1,0,72264.52551252494,0
1809,15567510,Smith,588,France,Male,50,7,118478.62593267106,1,1,1,38937.90748142349,0
1810,15567511,Smith,326,France,Male,34,4,34513.22663050942,1,0,0,192437.28211029363,0
1811,15567512,Smith,658,Germany,Male,41,0,12438.60423111621,1,1,1,60209.15470431358,0
1812,15567513,Smith,498,France,Male,59,2,60790.60589226107,2,1,0,164447.23806811313,1
1813,15567514,Smith,567,Germany,Female,50,4,153389.5754897832,1,1,1,100510.10657472211,0
1814,15567515,Smith,668,Germany,Male,36,5,107279.90394797728,1,1,0,92366.98574972533,0
1815,15567516,Smith,681,Spain,Female,29,1,110198.23383971167,2,1,1,128774.73188734426,0
1816,15567517,Smith,808,France,Male,18,7,119492.84758927472,1,0,0,188800.03657712223,0
1817,15567518,Smith,612,Spain,Female,31,6,96038.32812592931,1,1,0,100441.6898664805,0
1818,15567519,Smith,552,Spain,Male,37,6,81030.42738067893,1,0,1,74647.48257295787,0
1819,15567520,Smith,741,Germany,Female,28,10,108115.3448323984,1,1,0,129592.26549851676,0
1820,15567521,Smith,687,France,Male,38,6,47691.69478909901,1,0,1,152210.63710319807,0
1821,15567522,Smith,613,Germany,Male,40,4,4276.849431683964,1,1,0,125845.67642795945,1
1822,15567523,Smith,653,Spain,Female,37,1,111149.84673121615,1,1,1,143790.57656888803,0
1823,15567524,Smith,612,France,Female,32,7,136886.90528746127,2,1,0,153143.6531229614,0
1824,15567525,Smith,719,France,Male,42,2,19088.403032198432,1,0,0,154964.03822191822,0
1825,15567526,Smith,818,Spain,Female,45,2,116096.074120795,2,0,1,98385.47675263879,0
1826,15567527,Smith,577,France,Male,26,1,159038.2856694095,1,1,0,169076.36329204967,0
1827,15567528,Smith,692,France,Female,56,1,74887.68991214395,1,1,0,85345.4154169947,1
1828,15567529,Smith,497,France,Female,38,1,34099.89076291269,3,1,1,168320.5572182874,0
1829,15567530,Smith,542,Germany,Female,40,5,81150.93367633778,1,0,1,180716.53214782308,0
1830,15567531,Smith,706,France,Male,48,7,47473.30158996493,1,0,0,144164.0376496135,1
1831,15567532,Smith,642,France,Male,42,2,44163.49450217992,3,1,1,152864.96944068364,0
1832,15567533,Smith,539,France,Male,51,5,96659.20336357714,2,0,1,150438.4717250397,0
1833,15567534,Smith,650,Spain,Male,43,2,0.0,2,1,0,104415.71868661787,0
1834,15567535,Smith,737,Spain,Female,32,8,2803.553875388636,2,1,1,129615.26868506298,0
1835,15567536,Smith,505,Germany,Female,44,0,75964.54401869714,1,0,1,181450.64650153538,0
1836,15567537,Smith,824,Spain,Female,26,6,73884.57305437844,4,1,0,50368.768174433986,0
1837,15567538,Smith,707,Spain,Male,41,7,92177.72885199678,3,1,0,164803.78577641957,1
1838,15567539,Smith,709,France,Male,39,8,168761.26942416944,1,0,0,10000.0,0
1839,15567540,Smith,649,Spain,Female,37,4,80225.70180379106,2,1,1,72604.01914595066,0
1840,15567541,Smith,824,France,Female,38,5,104908.60751673972,1,1,0,107783.0613067785,0
1841,15567542,Smith,746,Spain,Male,18,4,26223.3532192684,2,1,1,97001.7116808256,0
1842,15567543,Smith,613,France,Female,33,9,113396.88317582686,1,1,1,151467.77300722295,0
1843,15567544,Smith,725,Germany,Female,41,4,48680.45674446611,2,1,0,23465.018196519755,1
1844,15567545,Smith,576,Spain,Female,41,10,78571.04162905466,1,1,1,129295.76041390306,0
1845,15567546,Smith,621,Spain,Female,27,10,69557.56874654192,2,1,1,58278.246541679466,0
1846,15567547,Smith,796,Spain,Female,55,6,126648.71174570156,1,0,0,146123.398438959,1
1847,15567548,Smith,688,Germany,Female,29,3,9501.172281250023,1,1,0,43613.45391410543,0
1848,15567549,Smith,716,France,Female,51,5,0.0,2,1,1,118891.93284656886,0
1849,15567550,Smith,766,France,Male,45,3,64328.36514560378,3,1,0,169820.99322049052,1
1850,15567551,Smith,704,France,Female,32,1,98426.56284525621,1,1,0,65431.229276082806,0
1851,15567552,Smith,568,France,Female,61,1,82613.468790375,3,1,0,99270.08478963503,1
1852,15567553,Smith,816,France,Male,25,3,136610.21187069558,1,1,0,94194.11204081234,0
1853,15567554,Smith,701,France,Male,51,10,96868.63370898341,2,1,0,82279.74771117442,1
1854,15567555,Smith,708,Germany,Male,52,4,46807.583407007,2,1,1,95632.22686015275,0
1855,15567556,Smith,655,Germany,Male,31,0,0.0,3,0,1,21786.327229900722,0
1856,15567557,Smith,761,France,Female,56,2,63134.38829023909,2,1,0,124905.02795560213,1
1857,15567558,Smith,841,France,Male,36,4,126397.9501128899,2,1,0,86985.48022281175,0
1858,15567559,Smith,612,France,Female,43,7,55397.610866644274,1,1,0,93089.51907667395,0
1859,15567560,Smith,756,France,Male,43,3,76416.01318388821,4,1,0,145183.34000404945,1
1860,15567561,Smith,653,Germany,Female,38,5,96068.01271533543,2,1,0,68676.5422596634,0
1861,15567562,Smith,450,France,Male,49,3,24235.381287509204,1,1,0,102932.79557128549,1
1862,15567563,Smith,509,Germany,Male,49,4,106161.79483194088,1,1,1,10000.0,0
1863,15567564,Smith,692,France,Male,19,6,156856.08950008528,2,0,0,200000.0,0
1864,15567565,Smith,751,France,Female,55,7,66359.33240532968,4,1,0,165213.23816221431,1
1865,15567566,Smith,710,Germany,Female,20,9,18546.778908384906,1,1,0,82874.69204007482,0
1866,15567567,Smith,726,France,Male,52,9,71669.94864890132,3,0,0,195495.26694090007,1
1867,15567568,Smith,850,France,Male,53,7,0.0,1,0,1,120906.33796333848,0
1868,15567569,Smith,702,France,Male,26,10,91845.16319883079,4,1,0,10000.0,0
1869,15567570,Smith,623,Spain,Male,35,6,97613.71888242895,2,1,1,59257.12112481288,0
1870,15567571,Smith,637,France,Male,26,3,158781.8146922781,1,0,0,126975.70666243476,0
1871,15567572,Smith,813,Germany,Male,37,3,65300.260371668744,1,0,1,74201.33922806485,0
1872,15567573,Smith,523,Germany,Female,36,1,95424.26690732352,2,1,1,75034.26434689977,0
1873,15567574,Smith,773,Germany,Female,49,8,31935.594880704943,2,1,0,120709.0294671451,1
1874,15567575,Smith,651,France,Male,55,5,57178.64397374606,3,1,0,147406.28450937814,1
1875,15567576,Smith,566,Germany,Female,56,10,0.0,2,0,1,61363.87613854295,0
1876,15567577,Smith,504,Spain,Male,33,2,65260.51893583822,2,1,0,197313.68813641035,0
1877,15567578,Smith,798,France,Male,37,2,59734.54232407176,3,1,1,92448.88783687135,0
1878,15567579,Smith,564,France,Male,19,10,89959.98830444479,2,1,0,98194.23178831668,0
1879,15567580,Smith,656,Spain,Male,30,10,43820.15598336804,2,1,0,94826.60152022258,0
1880,15567581,Smith,552,Spain,Female,51,0,79167.2675487546,2,1,0,36567.2679333637,1
1881,15567582,Smith,846,France,Female,59,1,58330.99721961672,3,1,1,63961.53386881084,1
1882,15567583,Smith,659,Spain,Male,25,4,58425.03058502429,1,0,0,26512.002201344192,0
1883,15567584,Smith,515,Germany,Male,32,8,79018.11629815151,2,1,0,32160.438314379833,0
1884,15567585,Smith,607,France,Male,39,2,77026.1471158505,1,1,1,48730.564891564085,0
1885,15567586,Smith,789,France,Male,43,6,113058.70195258193,1,0,0,79955.01587179521,0
1886,15567587,Smith,552,Germany,Male,30,5,68967.84829350826,1,0,0,55612.60359646093,0
1887,15567588,Smith,613,France,Female,45,10,57505.73254384984,2,1,0,74040.14313434955,0
1888,15567589,Smith,768,Germany,Female,34,2,65959.62774563869,1,1,1,104803.89539123686,0
1889,15567590,Smith,684,Germany,Male,39,10,39266.794157950375,1,1,1,61487.98629839059,0
1890,15567591,Smith,528,France,Female,46,3,57004.445321666426,1,0,0,97555.81825659882,1
1891,15567592,Smith,672,France,Female,40,10,176557.93565366155,1,1,0,180855.37662177839,0
1892,15567593,Smith,634,France,Male,34,10,29366.061965206645,2,1,1,72053.51386344139,0
1893,15567594,Smith,655,France,Female,38,4,61067.18330603453,1,1,1,85073.45201051167,0
1894,15567595,Smith,744,Spain,Male,38,1,55625.566836515485,1,0,0,118231.33179180027,0
1895,15567596,Smith,674,France,Male,35,7,62641.41938778003,2,1,0,147379.2956872854,0
